type,stid,lat,lon,year,month,day,hour,dattim,tmpf,prec,wspd,gust,drct,relh,solr,hffmc,hisi,hfwi,hdsr,gfmc,gisi,vpd,obtime
O,ITCM5,47.24,-95.19,2021,01,21,13,202101211300,24,0,13,26,308,72,0,,,,,,,1,1307
O,ITCM5,47.24,-95.19,2021,01,21,12,202101211200,28,0,8,18,298,87,0,,,,,,,1,1207
O,ITCM5,47.24,-95.19,2021,01,21,11,202101211100,28,0,8,23,288,80,0,,,,,,,1,1107
O,ITCM5,47.24,-95.19,2021,01,21,10,202101211000,28,0,8,18,284,75,0,,,,,,,1,1007
O,ITCM5,47.24,-95.19,2021,01,21,09,202101210900,27,0,9,18,276,80,0,,,,,,,1,907
O,ITCM5,47.24,-95.19,2021,01,21,08,202101210800,27,0,7,19,273,73,0,,,,,,,1,807
O,ITCM5,47.24,-95.19,2021,01,21,07,202101210700,27,0,7,15,279,74,0,,,,,,,1,707
O,ITCM5,47.24,-95.19,2021,01,21,06,202101210600,28,0,7,19,287,73,0,,,,,,,1,607
O,ITCM5,47.24,-95.19,2021,01,21,05,202101210500,29,0,7,23,282,74,0,,,,,,,1,507
O,ITCM5,47.24,-95.19,2021,01,21,04,202101210400,30,0,9,26,287,75,0,,,,,,,1,407
O,ITCM5,47.24,-95.19,2021,01,21,03,202101210300,31,0,10,25,286,74,0,,,,,,,2,307
O,ITCM5,47.24,-95.19,2021,01,21,02,202101210200,32,0,11,27,292,74,0,,,,,,,2,207
O,ITCM5,47.24,-95.19,2021,01,21,01,202101210100,33,0,10,30,290,75,0,,,,,,,2,107
O,ITCM5,47.24,-95.19,2021,01,21,00,202101210000,33,0,13,31,292,75,0,,,,,,,2,7
O,ITCM5,47.24,-95.19,2021,01,20,23,202101202300,34,0,14,30,286,72,7,,,,,,,2,2307
O,ITCM5,47.24,-95.19,2021,01,20,22,202101202200,34,0.01,12,35,290,67,34,,,,,,,2,2207
O,ITCM5,47.24,-95.19,2021,01,20,21,202101202100,36,0.04,16,35,281,62,162,,,,,,,3,2107
O,ITCM5,47.24,-95.19,2021,01,20,20,202101202000,40,0.07,13,30,282,55,332,,,,,,,4,2007
O,ITCM5,47.24,-95.19,2021,01,20,19,202101201900,40,0.05,9,29,281,64,336,,,,,,,3,1907
O,ITCM5,47.24,-95.19,2021,01,20,18,202101201800,38,0.01,7,18,263,67,230,,,,,,,3,1807
O,ITCM5,47.24,-95.19,2021,01,20,17,202101201700,30,0,8,19,249,73,145,,,,,,,2,1707
O,ITCM5,47.24,-95.19,2021,01,20,16,202101201600,23,0,7,16,191,77,104,,,,,,,1,1607
O,ITCM5,47.24,-95.19,2021,01,20,15,202101201500,19,0,8,16,195,82,20,,,,,,,1,1507
O,ITCM5,47.24,-95.19,2021,01,20,14,202101201400,15,0,9,17,185,84,0,,,,,,,0,1407
O,ITCM5,47.24,-95.19,2021,01,20,13,202101201300,13,0,9,17,175,83,0,,,,,,,0,1307
O,ITCM5,47.24,-95.19,2021,01,20,12,202101201200,11,0,9,19,181,83,0,,,,,,,0,1207
O,ITCM5,47.24,-95.19,2021,01,20,11,202101201100,9,0,10,20,192,83,0,,,,,,,0,1107
O,ITCM5,47.24,-95.19,2021,01,20,10,202101201000,9,0,9,15,181,83,0,,,,,,,0,1007
O,ITCM5,47.24,-95.19,2021,01,20,09,202101200900,4,0,7,12,170,82,0,,,,,,,0,907
O,ITCM5,47.24,-95.19,2021,01,20,08,202101200800,3,0,6,13,171,81,0,,,,,,,0,807
O,ITCM5,47.24,-95.19,2021,01,20,07,202101200700,1,0,7,13,179,80,0,,,,,,,0,707
O,ITCM5,47.24,-95.19,2021,01,20,06,202101200600,-1,0,2,5,104,80,0,,,,,,,0,607
O,ITCM5,47.24,-95.19,2021,01,20,05,202101200500,-4,0,2,5,135,79,0,,,,,,,0,507
O,ITCM5,47.24,-95.19,2021,01,20,04,202101200400,-7,0,1,3,191,78,0,,,,,,,0,407
O,ITCM5,47.24,-95.19,2021,01,20,03,202101200300,-5,0,2,6,203,80,0,,,,,,,0,307
O,ITCM5,47.24,-95.19,2021,01,20,02,202101200200,-5,0,1,6,175,79,0,,,,,,,0,207
O,ITCM5,47.24,-95.19,2021,01,20,01,202101200100,-4,0,1,7,249,79,0,,,,,,,0,107
O,ITCM5,47.24,-95.19,2021,01,20,00,202101200000,-2,0,4,9,295,77,1,,,,,,,0,7
O,ITCM5,47.24,-95.19,2021,01,19,23,202101192300,1,0,4,11,288,74,27,,,,,,,0,2307
O,ITCM5,47.24,-95.19,2021,01,19,22,202101192200,4,0,6,14,311,68,132,,,,,,,1,2207
O,ITCM5,47.24,-95.19,2021,01,19,21,202101192100,6,0,8,14,311,62,257,,,,,,,1,2107
O,ITCM5,47.24,-95.19,2021,01,19,20,202101192000,6,0,8,15,322,62,326,,,,,,,1,2007
O,ITCM5,47.24,-95.19,2021,01,19,19,202101191900,7,0,7,16,306,62,331,,,,,,,1,1907
O,ITCM5,47.24,-95.19,2021,01,19,18,202101191800,4,0,9,14,309,68,190,,,,,,,1,1807
O,ITCM5,47.24,-95.19,2021,01,19,17,202101191700,3,0,7,13,320,72,117,,,,,,,0,1707
O,ITCM5,47.24,-95.19,2021,01,19,16,202101191600,1,0,5,10,324,75,67,,,,,,,0,1607
O,ITCM5,47.24,-95.19,2021,01,19,15,202101191500,-1,0,3,7,317,78,20,,,,,,,0,1507
O,ITCM5,47.24,-95.19,2021,01,19,14,202101191400,-3,0,3,5,328,79,1,,,,,,,0,1407
O,ITCM5,47.24,-95.19,2021,01,19,13,202101191300,-3,0,1,4,349,78,0,,,,,,,0,1307
O,ITCM5,47.24,-95.19,2021,01,19,12,202101191200,-3,0,1,3,355,79,0,,,,,,,0,1207
O,ITCM5,47.24,-95.19,2021,01,19,11,202101191100,-3,0,1,3,359,79,0,,,,,,,0,1107
O,ITCM5,47.24,-95.19,2021,01,19,10,202101191000,-2,0,1,3,64,78,0,,,,,,,0,1007
O,ITCM5,47.24,-95.19,2021,01,19,09,202101190900,-2,0,0,2,,79,0,,,,,,,0,907
O,ITCM5,47.24,-95.19,2021,01,19,08,202101190800,-3,0,1,3,11,79,0,,,,,,,0,807
O,ITCM5,47.24,-95.19,2021,01,19,07,202101190700,-4,0,0,3,,79,0,,,,,,,0,707
O,ITCM5,47.24,-95.19,2021,01,19,06,202101190600,-3,0,1,7,310,79,0,,,,,,,0,607
O,ITCM5,47.24,-95.19,2021,01,19,05,202101190500,-2,0,3,6,320,79,0,,,,,,,0,507
O,ITCM5,47.24,-95.19,2021,01,19,04,202101190400,-1,0,4,9,309,81,0,,,,,,,0,407
O,ITCM5,47.24,-95.19,2021,01,19,03,202101190300,2,0,4,10,304,82,0,,,,,,,0,307
O,ITCM5,47.24,-95.19,2021,01,19,02,202101190200,3,0,3,8,312,83,0,,,,,,,0,207
O,ITCM5,47.24,-95.19,2021,01,19,01,202101190100,4,0,5,11,323,83,0,,,,,,,0,107
O,ITCM5,47.24,-95.19,2021,01,19,00,202101190000,4,0,4,10,336,84,1,,,,,,,0,7
O,ITCM5,47.24,-95.19,2021,01,18,23,202101182300,6,0,3,7,320,83,18,,,,,,,0,2307
O,ITCM5,47.24,-95.19,2021,01,18,22,202101182200,10,0,4,8,340,79,64,,,,,,,1,2207
O,ITCM5,47.24,-95.19,2021,01,18,21,202101182100,11,0,5,11,337,79,101,,,,,,,1,2107
O,ITCM5,47.24,-95.19,2021,01,18,20,202101182000,14,0,5,11,321,76,171,,,,,,,1,2007
O,ITCM5,47.24,-95.19,2021,01,18,19,202101181900,14,0,5,11,299,75,180,,,,,,,1,1907
O,ITCM5,47.24,-95.19,2021,01,18,18,202101181800,14,0,5,10,324,76,160,,,,,,,1,1807
O,ITCM5,47.24,-95.19,2021,01,18,17,202101181700,13,0,5,10,322,79,101,,,,,,,1,1707
O,ITCM5,47.24,-95.19,2021,01,18,16,202101181600,12,0,5,10,319,81,68,,,,,,,0,1607
O,ITCM5,47.24,-95.19,2021,01,18,15,202101181500,11,0,3,7,319,84,24,,,,,,,0,1507
O,ITCM5,47.24,-95.19,2021,01,18,14,202101181400,10,0,2,6,317,85,1,,,,,,,0,1407
O,ITCM5,47.24,-95.19,2021,01,18,13,202101181300,10,0,3,8,298,85,0,,,,,,,0,1307
O,ITCM5,47.24,-95.19,2021,01,18,12,202101181200,10,0,4,7,307,85,0,,,,,,,0,1207
O,ITCM5,47.24,-95.19,2021,01,18,11,202101181100,10,0,4,7,323,85,0,,,,,,,0,1107
O,ITCM5,47.24,-95.19,2021,01,18,10,202101181000,11,0,4,11,321,84,0,,,,,,,0,1007
O,ITCM5,47.24,-95.19,2021,01,18,09,202101180900,11,0,4,8,322,84,0,,,,,,,0,907
O,ITCM5,47.24,-95.19,2021,01,18,08,202101180800,12,0,4,10,349,83,0,,,,,,,0,807
O,ITCM5,47.24,-95.19,2021,01,18,07,202101180700,12,0,5,10,314,85,0,,,,,,,0,707
O,ITCM5,47.24,-95.19,2021,01,18,06,202101180600,13,0,4,9,305,87,0,,,,,,,0,607
O,ITCM5,47.24,-95.19,2021,01,18,05,202101180500,13,0,6,12,314,86,0,,,,,,,0,507
O,ITCM5,47.24,-95.19,2021,01,18,04,202101180400,15,0,6,12,305,86,0,,,,,,,0,407
O,ITCM5,47.24,-95.19,2021,01,18,03,202101180300,15,0,3,13,326,85,0,,,,,,,0,307
O,ITCM5,47.24,-95.19,2021,01,18,02,202101180200,16,0,6,13,319,84,0,,,,,,,0,207
O,ITCM5,47.24,-95.19,2021,01,18,01,202101180100,17,0,5,14,309,87,0,,,,,,,0,107
O,ITCM5,47.24,-95.19,2021,01,18,00,202101180000,19,0,6,13,306,88,0,,,,,,,0,7
O,ITCM5,47.24,-95.19,2021,01,17,23,202101172300,19,0,4,13,326,87,8,,,,,,,0,2307
O,ITCM5,47.24,-95.19,2021,01,17,22,202101172200,20,0,6,14,342,85,48,,,,,,,1,2207
O,ITCM5,47.24,-95.19,2021,01,17,21,202101172100,22,0,4,13,313,88,73,,,,,,,0,2107
O,ITCM5,47.24,-95.19,2021,01,17,20,202101172000,23,0,5,12,322,86,129,,,,,,,1,2007
O,ITCM5,47.24,-95.19,2021,01,17,19,202101171900,23,0,5,9,324,86,136,,,,,,,1,1907
O,ITCM5,47.24,-95.19,2021,01,17,18,202101171800,22,0,3,8,336,88,97,,,,,,,0,1807
O,ITCM5,47.24,-95.19,2021,01,17,17,202101171700,20,0,4,8,318,90,83,,,,,,,0,1707
O,ITCM5,47.24,-95.19,2021,01,17,16,202101171600,19,0,2,8,303,91,44,,,,,,,0,1607
O,ITCM5,47.24,-95.19,2021,01,17,15,202101171500,18,0,2,6,318,93,17,,,,,,,0,1507
O,ITCM5,47.24,-95.19,2021,01,17,14,202101171400,17,0,1,3,328,95,0,,,,,,,0,1407
O,ITCM5,47.24,-95.19,2021,01,17,13,202101171300,15,0,0,2,,92,0,,,,,,,0,1307
O,ITCM5,47.24,-95.19,2021,01,17,12,202101171200,15,0,0,2,,92,0,,,,,,,0,1207
O,ITCM5,47.24,-95.19,2021,01,17,11,202101171100,14,0,0,1,,91,0,,,,,,,0,1107
O,ITCM5,47.24,-95.19,2021,01,17,10,202101171000,13,0,0,2,,90,0,,,,,,,0,1007
O,ITCM5,47.24,-95.19,2021,01,17,09,202101170900,12,0,0,1,,90,0,,,,,,,0,907
O,ITCM5,47.24,-95.19,2021,01,17,08,202101170800,9,0,0,2,,89,0,,,,,,,0,807
O,ITCM5,47.24,-95.19,2021,01,17,07,202101170700,8,0,0,1,,88,0,,,,,,,0,707
O,ITCM5,47.24,-95.19,2021,01,17,06,202101170600,11,0,0,1,,89,0,,,,,,,0,607
O,ITCM5,47.24,-95.19,2021,01,17,05,202101170500,13,0,0,1,,91,0,,,,,,,0,507
O,ITCM5,47.24,-95.19,2021,01,17,04,202101170400,15,0,0,2,,91,0,,,,,,,0,407
O,ITCM5,47.24,-95.19,2021,01,17,03,202101170300,15,0,0,2,,91,0,,,,,,,0,307
O,ITCM5,47.24,-95.19,2021,01,17,02,202101170200,15,0,0,4,,91,0,,,,,,,0,207
O,ITCM5,47.24,-95.19,2021,01,17,01,202101170100,15,0,1,3,322,91,0,,,,,,,0,107
O,ITCM5,47.24,-95.19,2021,01,17,00,202101170000,15,0,2,3,315,90,0,,,,,,,0,7
O,ITCM5,47.24,-95.19,2021,01,16,23,202101162300,15,0,3,6,314,90,17,,,,,,,0,2307
O,ITCM5,47.24,-95.19,2021,01,16,22,202101162200,16,0,2,9,304,89,61,,,,,,,0,2207
O,ITCM5,47.24,-95.19,2021,01,16,21,202101162100,17,0,5,10,315,88,106,,,,,,,0,2107
O,ITCM5,47.24,-95.19,2021,01,16,20,202101162000,19,0,5,9,324,88,155,,,,,,,0,2007
O,ITCM5,47.24,-95.19,2021,01,16,19,202101161900,19,0,4,10,315,88,159,,,,,,,0,1907
O,ITCM5,47.24,-95.19,2021,01,16,18,202101161800,17,0,5,10,321,89,121,,,,,,,0,1807
O,ITCM5,47.24,-95.19,2021,01,16,17,202101161700,18,0,3,9,303,88,151,,,,,,,0,1707
O,ITCM5,47.24,-95.19,2021,01,16,16,202101161600,16,0,4,7,309,89,67,,,,,,,0,1607
O,ITCM5,47.24,-95.19,2021,01,16,15,202101161500,15,0,4,10,316,91,24,,,,,,,0,1507
O,ITCM5,47.24,-95.19,2021,01,16,14,202101161400,14,0,6,12,312,92,0,,,,,,,0,1407
O,ITCM5,47.24,-95.19,2021,01,16,13,202101161300,14,0,6,11,320,92,0,,,,,,,0,1307
O,ITCM5,47.24,-95.19,2021,01,16,12,202101161200,15,0,5,10,314,92,0,,,,,,,0,1207
O,ITCM5,47.24,-95.19,2021,01,16,11,202101161100,15,0,3,6,318,92,0,,,,,,,0,1107
O,ITCM5,47.24,-95.19,2021,01,16,10,202101161000,15,0,3,9,318,93,0,,,,,,,0,1007
O,ITCM5,47.24,-95.19,2021,01,16,09,202101160900,15,0,5,12,310,93,0,,,,,,,0,907
O,ITCM5,47.24,-95.19,2021,01,16,08,202101160800,15,0,6,13,316,93,0,,,,,,,0,807
O,ITCM5,47.24,-95.19,2021,01,16,07,202101160700,15,0,6,13,315,93,0,,,,,,,0,707
O,ITCM5,47.24,-95.19,2021,01,16,06,202101160600,16,0,5,11,317,92,0,,,,,,,0,607
O,ITCM5,47.24,-95.19,2021,01,16,05,202101160500,17,0,4,10,310,92,0,,,,,,,0,507
O,ITCM5,47.24,-95.19,2021,01,16,04,202101160400,17,0,4,12,342,92,0,,,,,,,0,407
O,ITCM5,47.24,-95.19,2021,01,16,03,202101160300,18,0,4,13,322,93,0,,,,,,,0,307
O,ITCM5,47.24,-95.19,2021,01,16,02,202101160200,19,0,6,11,327,93,0,,,,,,,0,207
O,ITCM5,47.24,-95.19,2021,01,16,01,202101160100,20,0,6,16,327,94,0,,,,,,,0,107
O,ITCM5,47.24,-95.19,2021,01,16,00,202101160000,21,0,7,14,316,95,0,,,,,,,0,7
O,ITCM5,47.24,-95.19,2021,01,15,23,202101152300,23,0,7,16,320,96,12,,,,,,,0,2307
O,ITCM5,47.24,-95.19,2021,01,15,22,202101152200,24,0,5,16,326,95,33,,,,,,,0,2207
O,ITCM5,47.24,-95.19,2021,01,15,21,202101152100,27,0,7,17,332,95,53,,,,,,,0,2107
O,ITCM5,47.24,-95.19,2021,01,15,20,202101152000,29,0,7,17,339,95,50,,,,,,,0,2007
O,ITCM5,47.24,-95.19,2021,01,15,19,202101151900,29,0,7,16,338,97,44,,,,,,,0,1907
O,ITCM5,47.24,-95.19,2021,01,15,18,202101151800,29,0,7,14,342,95,50,,,,,,,0,1807
O,ITCM5,47.24,-95.19,2021,01,15,17,202101151700,29,0,5,13,334,95,42,,,,,,,0,1707
O,ITCM5,47.24,-95.19,2021,01,15,16,202101151600,29,0,5,14,339,96,29,,,,,,,0,1607
O,ITCM5,47.24,-95.19,2021,01,15,15,202101151500,29,0,6,14,345,97,7,,,,,,,0,1507
O,ITCM5,47.24,-95.19,2021,01,15,14,202101151400,28,0,6,13,341,98,0,,,,,,,0,1407
O,ITCM5,47.24,-95.19,2021,01,15,13,202101151300,29,0,6,14,349,97,0,,,,,,,0,1307
O,ITCM5,47.24,-95.19,2021,01,15,12,202101151200,28,0,6,16,339,97,0,,,,,,,0,1207
O,ITCM5,47.24,-95.19,2021,01,15,11,202101151100,29,0,6,15,337,98,0,,,,,,,0,1107
O,ITCM5,47.24,-95.19,2021,01,15,10,202101151000,29,0,5,16,337,98,0,,,,,,,0,1007
O,ITCM5,47.24,-95.19,2021,01,15,09,202101150900,29,0,5,14,341,97,0,,,,,,,0,907
O,ITCM5,47.24,-95.19,2021,01,15,08,202101150800,29,0,6,15,337,97,0,,,,,,,0,807
O,ITCM5,47.24,-95.19,2021,01,15,07,202101150700,29,0,7,14,341,97,0,,,,,,,0,707
O,ITCM5,47.24,-95.19,2021,01,15,06,202101150600,29,0,6,14,341,97,0,,,,,,,0,607
O,ITCM5,47.24,-95.19,2021,01,15,05,202101150500,29,0,5,13,337,96,0,,,,,,,0,507
O,ITCM5,47.24,-95.19,2021,01,15,04,202101150400,29,0,5,12,333,96,0,,,,,,,0,407
O,ITCM5,47.24,-95.19,2021,01,15,03,202101150300,29,0,5,17,327,96,0,,,,,,,0,307
O,ITCM5,47.24,-95.19,2021,01,15,02,202101150200,29,0,6,18,326,96,0,,,,,,,0,207
O,ITCM5,47.24,-95.19,2021,01,15,01,202101150100,29,0,8,17,319,96,0,,,,,,,0,107
O,ITCM5,47.24,-95.19,2021,01,15,00,202101150000,31,0,9,16,313,96,0,,,,,,,0,7
O,ITCM5,47.24,-95.19,2021,01,14,23,202101142300,32,0.04,5,11,324,98,11,,,,,,,0,2307
O,ITCM5,47.24,-95.19,2021,01,14,22,202101142200,33,0.07,4,8,318,97,58,,,,,,,0,2207
O,ITCM5,47.24,-95.19,2021,01,14,21,202101142100,34,0.03,3,8,340,95,73,,,,,,,0,2107
O,ITCM5,47.24,-95.19,2021,01,14,20,202101142000,34,0,3,8,325,96,63,,,,,,,0,2007
O,ITCM5,47.24,-95.19,2021,01,14,19,202101141900,33,0.01,4,7,305,97,52,,,,,,,0,1907
O,ITCM5,47.24,-95.19,2021,01,14,18,202101141800,33,0.01,2,7,292,96,53,,,,,,,0,1807
O,ITCM5,47.24,-95.19,2021,01,14,17,202101141700,35,0.02,2,6,288,91,80,,,,,,,1,1707
O,ITCM5,47.24,-95.19,2021,01,14,16,202101141600,35,0.02,1,4,278,99,77,,,,,,,0,1607
O,ITCM5,47.24,-95.19,2021,01,14,15,202101141500,32,0,0,2,,100,12,,,,,,,0,1507
O,ITCM5,47.24,-95.19,2021,01,14,14,202101141400,31,0,0,2,,100,0,,,,,,,0,1407
O,ITCM5,47.24,-95.19,2021,01,14,13,202101141300,32,0.01,0,1,,100,0,,,,,,,0,1307
O,ITCM5,47.24,-95.19,2021,01,14,12,202101141200,32,0.07,0,5,,100,0,,,,,,,0,1207
O,ITCM5,47.24,-95.19,2021,01,14,11,202101141100,33,0.11,0,4,,100,0,,,,,,,0,1107
O,ITCM5,47.24,-95.19,2021,01,14,10,202101141000,32,0.08,2,6,171,99,0,,,,,,,0,1007
O,ITCM5,47.24,-95.19,2021,01,14,09,202101140900,32,0.03,1,7,155,96,0,,,,,,,0,907
O,ITCM5,47.24,-95.19,2021,01,14,08,202101140800,32,0,3,8,181,88,0,,,,,,,1,807
O,ITCM5,47.24,-95.19,2021,01,14,07,202101140700,32,0,3,7,161,84,0,,,,,,,1,707
O,ITCM5,47.24,-95.19,2021,01,14,06,202101140600,33,0,4,10,161,83,0,,,,,,,1,607
O,ITCM5,47.24,-95.19,2021,01,14,05,202101140500,33,0,4,11,172,81,0,,,,,,,1,507
O,ITCM5,47.24,-95.19,2021,01,14,04,202101140400,34,0,6,11,174,77,0,,,,,,,2,407
O,ITCM5,47.24,-95.19,2021,01,14,03,202101140300,35,0,5,11,169,73,0,,,,,,,2,307
O,ITCM5,47.24,-95.19,2021,01,14,02,202101140200,36,0,4,9,160,72,0,,,,,,,2,207
O,ITCM5,47.24,-95.19,2021,01,14,01,202101140100,35,0,3,6,155,72,0,,,,,,,2,107
O,ITCM5,47.24,-95.19,2021,01,14,00,202101140000,35,0,3,6,143,67,0,,,,,,,2,7
O,ITCM5,47.24,-95.19,2021,01,13,23,202101132300,38,0,3,5,131,61,14,,,,,,,3,2307
O,ITCM5,47.24,-95.19,2021,01,13,22,202101132200,42,0,3,9,142,51,63,,,,,,,4,2207
O,ITCM5,47.24,-95.19,2021,01,13,21,202101132100,47,0,5,11,168,40,216,,,,,,,7,2107
O,ITCM5,47.24,-95.19,2021,01,13,20,202101132000,48,0,6,14,161,36,301,,,,,,,7,2007
O,ITCM5,47.24,-95.19,2021,01,13,19,202101131900,45,0,9,13,183,39,317,,,,,,,6,1907
O,ITCM5,47.24,-95.19,2021,01,13,18,202101131800,41,0,4,8,159,58,234,,,,,,,4,1807
O,ITCM5,47.24,-95.19,2021,01,13,17,202101131700,34,0,4,6,126,80,171,,,,,,,1,1707
O,ITCM5,47.24,-95.19,2021,01,13,16,202101131600,26,0,2,4,146,94,67,,,,,,,0,1607
O,ITCM5,47.24,-95.19,2021,01,13,15,202101131500,21,0,0,3,,94,14,,,,,,,0,1507
O,ITCM5,47.24,-95.19,2021,01,13,14,202101131400,17,0,1,2,142,93,1,,,,,,,0,1407
O,ITCM5,47.24,-95.19,2021,01,13,13,202101131300,13,0,0,1,,91,0,,,,,,,0,1307
O,ITCM5,47.24,-95.19,2021,01,13,12,202101131200,14,0,0,2,,91,0,,,,,,,0,1207
O,ITCM5,47.24,-95.19,2021,01,13,11,202101131100,16,0,0,1,,92,0,,,,,,,0,1107
O,ITCM5,47.24,-95.19,2021,01,13,10,202101131000,15,0,0,3,,92,0,,,,,,,0,1007
O,ITCM5,47.24,-95.19,2021,01,13,09,202101130900,17,0,1,3,193,94,0,,,,,,,0,907
O,ITCM5,47.24,-95.19,2021,01,13,08,202101130800,19,0,0,3,,95,0,,,,,,,0,807
O,ITCM5,47.24,-95.19,2021,01,13,07,202101130700,22,0,0,2,,96,0,,,,,,,0,707
O,ITCM5,47.24,-95.19,2021,01,13,06,202101130600,25,0,0,2,,96,0,,,,,,,0,607
O,ITCM5,47.24,-95.19,2021,01,13,05,202101130500,26,0,1,3,108,95,0,,,,,,,0,507
O,ITCM5,47.24,-95.19,2021,01,13,04,202101130400,26,0,1,2,79,93,0,,,,,,,0,407
O,ITCM5,47.24,-95.19,2021,01,13,03,202101130300,27,0,0,5,,92,0,,,,,,,0,307
O,ITCM5,47.24,-95.19,2021,01,13,02,202101130200,26,0,1,5,277,93,0,,,,,,,0,207
O,ITCM5,47.24,-95.19,2021,01,13,01,202101130100,25,0,0,4,,89,0,,,,,,,1,107
O,ITCM5,47.24,-95.19,2021,01,13,00,202101130000,29,0,2,9,266,80,0,,,,,,,1,7
O,ITCM5,47.24,-95.19,2021,01,12,23,202101122300,32,0,2,6,245,72,10,,,,,,,2,2307
O,ITCM5,47.24,-95.19,2021,01,12,22,202101122200,36,0,4,9,237,65,95,,,,,,,3,2207
O,ITCM5,47.24,-95.19,2021,01,12,21,202101122100,37,0,3,12,261,66,143,,,,,,,3,2107
O,ITCM5,47.24,-95.19,2021,01,12,20,202101122000,38,0,4,10,262,63,230,,,,,,,3,2007
O,ITCM5,47.24,-95.19,2021,01,12,19,202101121900,38,0,3,9,222,62,268,,,,,,,3,1907
O,ITCM5,47.24,-95.19,2021,01,12,18,202101121800,33,0,6,10,194,69,276,,,,,,,2,1807
O,ITCM5,47.24,-95.19,2021,01,12,17,202101121700,31,0,5,9,222,75,211,,,,,,,1,1707
O,ITCM5,47.24,-95.19,2021,01,12,16,202101121600,27,0,4,8,197,86,171,,,,,,,1,1607
O,ITCM5,47.24,-95.19,2021,01,12,15,202101121500,22,0,4,7,174,92,35,,,,,,,0,1507
O,ITCM5,47.24,-95.19,2021,01,12,14,202101121400,18,0,1,4,157,95,1,,,,,,,0,1407
O,ITCM5,47.24,-95.19,2021,01,12,13,202101121300,16,0,0,2,,93,0,,,,,,,0,1307
O,ITCM5,47.24,-95.19,2021,01,12,12,202101121200,19,0,2,3,128,95,0,,,,,,,0,1207
O,ITCM5,47.24,-95.19,2021,01,12,11,202101121100,21,0,0,4,,96,0,,,,,,,0,1107
O,ITCM5,47.24,-95.19,2021,01,12,10,202101121000,23,0,1,3,165,96,0,,,,,,,0,1007
O,ITCM5,47.24,-95.19,2021,01,12,09,202101120900,22,0,1,5,235,95,0,,,,,,,0,907
O,ITCM5,47.24,-95.19,2021,01,12,08,202101120800,23,0,2,8,233,96,0,,,,,,,0,807
O,ITCM5,47.24,-95.19,2021,01,12,07,202101120700,23,0,3,6,245,96,0,,,,,,,0,707
O,ITCM5,47.24,-95.19,2021,01,12,06,202101120600,22,0,2,6,255,96,0,,,,,,,0,607
O,ITCM5,47.24,-95.19,2021,01,12,05,202101120500,23,0,2,6,263,97,0,,,,,,,0,507
O,ITCM5,47.24,-95.19,2021,01,12,04,202101120400,24,0,1,6,269,98,0,,,,,,,0,407
O,ITCM5,47.24,-95.19,2021,01,12,03,202101120300,25,0,4,6,307,98,0,,,,,,,0,307
O,ITCM5,47.24,-95.19,2021,01,12,02,202101120200,26,0,3,7,326,96,0,,,,,,,0,207
O,ITCM5,47.24,-95.19,2021,01,12,01,202101120100,27,0,3,7,306,94,0,,,,,,,0,107
O,ITCM5,47.24,-95.19,2021,01,12,00,202101120000,28,0,3,9,300,92,0,,,,,,,0,7
O,ITCM5,47.24,-95.19,2021,01,11,23,202101112300,,0,,,,,,,,,,,,,
O,ITCM5,47.24,-95.19,2021,01,11,22,202101112200,,0,,,,,,,,,,,,,
O,ITCM5,47.24,-95.19,2021,01,11,21,202101112100,,0,,,,,,,,,,,,,
O,ITCM5,47.24,-95.19,2021,01,11,20,202101112000,,0,,,,,,,,,,,,,
O,ITCM5,47.24,-95.19,2021,01,11,19,202101111900,,0,,,,,,,,,,,,,
O,ITCM5,47.24,-95.19,2021,01,11,18,202101111800,,0,,,,,,,,,,,,,
O,ITCM5,47.24,-95.19,2021,01,11,17,202101111700,,0,,,,,,,,,,,,,
O,ITCM5,47.24,-95.19,2021,01,11,16,202101111600,,0,,,,,,,,,,,,,
O,ITCM5,47.24,-95.19,2021,01,11,15,202101111500,,0,,,,,,,,,,,,,
O,ITCM5,47.24,-95.19,2021,01,11,14,202101111400,,0,,,,,,,,,,,,,
O,ITCM5,47.24,-95.19,2021,01,11,13,202101111300,,0,,,,,,,,,,,,,
O,ITCM5,47.24,-95.19,2021,01,11,12,202101111200,,0,,,,,,,,,,,,,
O,ITCM5,47.24,-95.19,2021,01,11,11,202101111100,,0,,,,,,,,,,,,,
O,ITCM5,47.24,-95.19,2021,01,11,10,202101111000,,0,,,,,,,,,,,,,
O,ITCM5,47.24,-95.19,2021,01,11,09,202101110900,28,0,3,11,227,88,0,,,,,,,1,907
O,ITCM5,47.24,-95.19,2021,01,11,08,202101110800,28,0,5,16,226,86,0,,,,,,,1,807
O,ITCM5,47.24,-95.19,2021,01,11,07,202101110700,29,0,7,16,242,86,0,,,,,,,1,707
O,ITCM5,47.24,-95.19,2021,01,11,06,202101110600,29,0,5,14,247,85,0,,,,,,,1,607
O,ITCM5,47.24,-95.19,2021,01,11,05,202101110500,29,0,5,15,256,85,0,,,,,,,1,507
O,ITCM5,47.24,-95.19,2021,01,11,04,202101110400,29,0,6,16,247,85,0,,,,,,,1,407
O,ITCM5,47.24,-95.19,2021,01,11,03,202101110300,29,0,5,17,264,87,0,,,,,,,1,307
O,ITCM5,47.24,-95.19,2021,01,11,02,202101110200,29,0,6,19,253,86,0,,,,,,,1,207
